DEPT,GR,LLD,LLS,DTC,DTS,NPHI,RHOB,DCALI_FINAL,WELL
3989.375,141.189,2484.615,284.195,54.326,99,0.089,2.286,-2.049,Well 3
6696.75,120.5,99319.85,298.91,53.67696029,88.10478252,0.03,2.65,0.2,Well 8
4753.0512,103.8361,7092.914,146.4008,50.70825939,86.82203307,0.02207,2.69899,0.14081,Well 10
3911.651,77.574,1298.292,205.521,55.428,102.341,0.201,2.36,-1.796,Well 3
4655.1,164.1,2837.09,1203.42,,,,,,Well 6
7235.25,117.06,359136.2,305.54,53.68550332,91.82851984,0.05,2.64,0.22,Well 8
4409.4,72,16.45,20.74,59.89970996,115.6736798,0.21,2.48,0.63,Well 8
5258.25,126.02,149.61,8.25,59.62284,102.522477,0.12,2.52,0.58,Well 11
3824.3256,274.6111145,28161.70898,115.0950317,51.62252426,88.84220123,0.050000001,2.61495328,0.114859775,Well 5
3985.8,127.1426,688.4345,315.4771,,,4.613,2.7244,0.3001,Well 4
4478.4,97.25,161.38,24.22,,,,,,Well 9
4442.1552,164.1035,50000,0.1,52.62279795,90.02787268,0.02036,2.70789,0.12836,Well 10
5414.25,106.98,147.73,158.77,58.26957,103.105052,0.08,2.55,0.05,Well 11
3983.1264,78.44013214,925.8435669,36.9182663,55.60523987,95.44428253,0.170000002,2.631766796,0.191766769,Well 5
5124.9,66.49,1705.89,970.96,50.70785637,89.86284472,0.04,2.63,0.27,Well 8
4654.8,75.24,1141.78,16.43,,,,,,Well 9
4296.9,107.55,149.8,140.88,,,,,,Well 7
3937.95,116.6236,390.927,166.5962,,,13.7294,2.6062,0.2441,Well 4
4955.4,97.4,529.19,23.25,,,,,,Well 6
7003.95,110.07,238143.3,269.93,50.51281201,91.58946008,0.04,2.64,0.13,Well 8
4440.174,93.08460999,2359.177246,51.97686768,54.60891724,93.60144043,0.121606663,2.61678648,0.188753516,Well 5
4918.65,98.69,9662.83,18122.95,53.88856,92.50228278,0.07,2.62,0.1,Well 11
3490.874,108.384,381.02,124.037,54.612,100.657,0.084,2.604,0.101,Well 3
4031.85,77.38,756.69,10.66,,,,,,Well 9
3577.95,123.17,19.62,5.68,58.86737509,,0.16,2.41,0.49,Well 12
4879.65,40.22,367.24,89.19,50.50744995,105.7745843,0.13,2.56,0.27,Well 8
4140.2508,140.4975,185.8949,0.1,57.28075996,100.7543714,0.09171,2.57345,0.53501,Well 10
4376.55,89.61,393.32,129.9,,,,,,Well 6
4205.85,75.39,4537.69,144.24,,,,,,Well 9
3782.7,133.03,2112.89,1970.62,55.39064,105.9822198,0.03,2.64,0.24,Well 11
6016.95,190.9,389518.2,57.72,52.02512804,92.57271583,0.01,2.6,0.16,Well 8
3634.95,313.24,1000,280.73,,,,,-0.0125,Well 2
4979.25,123.93,600.46,439.12,,,,,,Well 6
4092.6,117.93,501.96,231.59,53.12053,96.16070927,0.09,2.57,0.1,Well 11
5304.75,102.14,4101.17,657.8,52.83329118,,0.04,2.45,0.2,Well 8
6390,108.78,418.05,3499.85,55.57716661,100.8699368,0.07,2.6,0.14,Well 8
4225.2,121.9459,381.6784,159.3277,,,2.6427,2.7354,0.2438,Well 4
4440.0216,91.76982117,907.8208618,39.19761276,54.18761063,92.21826172,0.111446664,2.602893353,0.148679927,Well 5
5261.7,114.23,258.7,57.49,60.1774,104.3584417,0.12,2.48,0.29,Well 11
3666.744,198.507,1244.978,228.998,55.744,102.291,0.067,2.584,0.042,Well 3
3448.964,136.702,454.991,245.962,51.999,97.158,0.076,2.64,0.141,Well 3
3839.85,84.62,448.1900024,341.49,,,,,,Well 6
5267.7,123.6572,372232.5737,37.2932,48.3666,,2.1726,2.7586,0.3653,Well 4
4628.1,180.77,331.35,159.22,,,,,,Well 6
4847.85,37.08,161.88,2.58,55.38083,95.86666375,0.24,2.58,1.13,Well 11
4170.75,33.26,218.91,51.77,,,,,,Well 6
4263.45,91.61,3563.9,863.75,55.38679567,90.9598457,0.03,2.71,0.06,Well 12
4226.1,48.72,669.26,56.36,,,,,,Well 9
4144.0608,88.59,11729.5371,10.98190022,50.12653,90.41426,0.0374,2.7292,0.3999,Well 1
6397.5,148.76,330.39,451.7,50.11203423,89.15385346,0.03,2.6,0.18,Well 8
4484.1,114.2924,259.8852,165.3831,53.4438,,7.2394,2.7106,0.2599,Well 4
4172.85,96.61,152943.5,97928.66,52.99023,91.03989444,0.05,2.63,0.03,Well 11
4473.45,85.91,598.63,315.31,53.31578008,102.0537583,0.04,2.63,0.08,Well 12
4702.2,128.39,1420.39,1018.25,59.34299,92.0003974,0.07,2.6,0.06,Well 11
5105.85,73.47,1522.38,27.84,,,,,,Well 9
5257.5,95.8,899.91,509.26,59.39921,103.0697718,0.11,2.48,0.1,Well 11
4037.076,114.3229218,475.4777832,31.57860565,58.34119797,102.4138641,0.189999998,2.531593323,0.086813413,Well 5
7203.75,103.34,392707.5,94.53,52.61635695,87.83605244,0.03,2.64,0.21,Well 8
4008.15,119.9274,1008.6383,353.6566,,,5.2955,2.7199,0.2878,Well 4
3410.2548,93.6766,126.1775,85.1861,55.16087,94.3995,0.0832,2.659,4.4316,Well 1
4920.45,103.69,869.7,506.45,53.18675,92.40038819,0.07,2.59,0.18,Well 11
4904.232,76.30839,935.6986,33.73751,51.54472067,91.92455118,0.06539,2.71262,0.07708,Well 10
4977.8412,91.2541,1864.434,45.77093,51.57668517,94.23584207,0.09386,2.68567,0.12934,Well 10
4261.65,84.9,9599.32,2000.56,52.31408672,87.20157816,0.03,2.64,0.08,Well 12
4869.942,104.671,1620.671,0.1,51.18900576,90.87760449,0.06741,2.67941,0.21011,Well 10
4416.0948,255.2384,43642.16,255.9017,53.43466753,92.70338507,0.01551,2.55664,0.024,Well 10
4212.45,85.17,1455.48,530.77,50.72766029,90.37362874,0.06,2.61,0.04,Well 12
5096.1,111.1,908.12,920.06,55.72784,102.7433223,0.1,2.5,0.1,Well 11
3962.857,144.794,1802.291,160.933,54.42,98.012,0.116,2.244,-1.944,Well 3
5559.3,107.0972,8048.6935,954.463,51.2673,,2.6972,2.7939,0.313,Well 4
4599.2796,68.82450867,1271.439575,231.3244019,55.05551529,91.6246872,0.119999997,2.715939999,0.05593998,Well 5
3641.446,160.69,6306.231,704.623,52.426,93.847,0.072,2.62,0.132,Well 3
4711.8,116.1212,607.0498,313.6519,50.7981,,5.121,2.7189,0.1976,Well 4
5055.3,80.78,1586.97,30.42,,,,,,Well 9
6662.1,131.62,5334.81,277.3,51.20606042,87.39530213,0.02,2.7,0.16,Well 8
3754.222,151.335,12455.891,696.455,52.827,96.213,0.08,2.538,-0.079,Well 3
4752.45,127.45,1975.44,182525.3,52.1576478,,0.02,2.63,0,Well 8
4455.45,96.5,92.92,294.68,60.19738,104.7962104,0.15,2.47,0.16,Well 11
3681.9,83.53,667.6400146,88.09999847,,,,,,Well 7
4491.228,96.85012817,91.11636353,36.95619202,60.13031387,100.4432526,0.155206665,2.519999981,0.005206786,Well 5
6632.7,112.02,5390.96,364.29,50.41847391,87.61678031,0.01,2.75,0.18,Well 8
3588,85.28,632.32,5.25,,,,,,Well 9
3669.6,76.03,124.1699982,95.76999664,,,,,,Well 7
4764.024,111.4264,50000,1492.871,51.30537346,88.23359577,0.02425,2.69051,0.10157,Well 10
3421.9896,84.0098,1342.9327,173.4916,50.63772,88.21154,0.061,2.7242,0.8874,Well 1
4607.25,132.86,206.37,238.03,56.06146,98.25280499,0.1,2.56,0.09,Well 11
3867.15,73.4,1315.19,1.84,,,,,,Well 9
4007.5104,92.31797028,4626.130859,35.83356857,54.28830338,94.085495,0.159999996,2.609999895,0.16263324,Well 5
5437.8,95.61,188.11,168.94,54.2914226,99.73546709,0.03,2.62,0.02,Well 8
4581.15,107.3011,2480.0203,596.9989,56.823,,4.7463,2.7515,0.2583,Well 4
4128.8208,138.4481,1248.287,84.18588,51.00632195,90.71187643,0.05802,2.66807,0.11232,Well 10
3768,86.14,500.3099976,14.41,,,,,,Well 6
3781.8,91.96,7036.44,7079.6,,,,,,Well 7
3356.1528,34.3941,0.0048,0.021,85.18741,150.22049,0.3783,4.6288,0.6188,Well 1
4689.348,142.6987,9927.785,128.6721,52.85663857,92.84738756,0.04804,2.65209,0.05683,Well 10
3876.15,86.04,1001.06,129.81,,,,,,Well 7
4815.078,93.96862,2652.482,158.614,51.36867875,87.7845174,0.03869,2.67071,0.01628,Well 10
5021.4,121.4607,222.0217,125.3613,54.9165,,6.757,2.7536,0.0809,Well 4
4746.9,106.971,105.8055,75.3855,57.3503,,9.1885,2.6639,0.2664,Well 4
4238.25,212.04,1000,471.43,,,,,,Well 2
5827.95,103.57,18417.11,18.33,51.52149134,,0.01,2.84,0.36,Well 8
6512.4,126.42,6918.13,4.46,51.21914072,87.64013409,0.02,2.54,0.86,Well 8
3854.7,127.33,767.64,106.7,,,,,,Well 7
4082.85,74.75,415.24,8.2,,,,,,Well 9
4222.95,83.98,221.39,172.03,54.00266675,,0.05,2.64,0.08,Well 12
4221.3,128.7963,640.7577,186.7015,56.4651,,4.5609,2.702,0.3093,Well 4
3858.006,253.9604645,10218.43848,81.02315521,53.50938797,89.59069061,0.050000001,2.579593182,0.110000134,Well 5
3807.15,38.29,811.51,7.2,,,,,,Well 9
3519.15,120.96,262.47,241.05,56.16094029,,0.06,2.6,0.23,Well 12
4904.4,91.77,453.5,113.1,,,,,,Well 6
6343.8,89.35,52.25,37.65,62.61885539,110.0059543,0.07,2.65,0.17,Well 8
3972.15,70.22,458.26,60.53,,,,,,Well 9
3966.21,169.9481,32.45032,3.01583,64.20230851,102.7722833,0.11722,2.53808,0.40776,Well 10
5183.85,108.9865,976.1448,368.2078,51.098,,5.3531,2.7153,0.3526,Well 4
4517.55,117.8751,551.1624,501.2189,52.6104,,5.8789,2.7304,0.2375,Well 4
4422.15,99.56,87.6,63,53.26402079,95.56013402,0.09,2.54,0.21,Well 12
3989.85,118.3269,2832.4912,377.945,,,3.2287,2.7419,0.2316,Well 4
4157.55,90.94,289.67,2.78,,,,,,Well 6
5181.45,91.76,830.03,172375.4,57.49655,99.35784722,0.09,2.56,0.06,Well 11
4180.65,70.82,1813.3,3245.22,,,,,,Well 7
4033.2,91.25,525.72,118.02,,,,,,Well 6
5069.2812,102.2168,918.5783,0.1,53.31635349,90.0385026,0.0659,2.61941,0.04353,Well 10
4727.4,71.62,906.59,43.69,,,,,,Well 9
5023.95,115.7141,403.9327,352.8449,51.1827,,5.0577,2.7471,0.0977,Well 4
4674,61.18,348.64,17.06,,,,,,Well 9
4987.05,116.3899,1620.3216,776.5156,54.3102,,4.7751,2.7275,0.0636,Well 4
6552.15,53.43,307.9,18.16,62.37001969,111.8689154,0.13,2.68,0.12,Well 8
4683.3,133.51,880.6,579.05,52.73007,96.97570688,0.06,2.54,0.05,Well 11
6168,97.53,2587.62,23797.7,51.07457457,88.64356772,0.01,2.78,0.14,Well 8
6792.15,71.26,23.01,17.45,64.3216808,119.848075,0.19,2.6,0.09,Well 8
4147.65,66.92,4010.01,132.12,,,,,,Well 7
3754.65,176.48,1000,329.88,,,,,,Well 2
3785.85,170.77,1000,1000,,,,,,Well 2
4378.8,92.01,411.54,370.47,,,,,,Well 6
3769.05,141.59,2209.92,1142.06,53.81356,98.58417249,0.05,2.59,0.28,Well 11
4598.4,138.05,45.66,18.11,53.84013,92.95240785,0.09,2.55,0.12,Well 11
3808.6284,79.8642,4196.8291,18.9197998,50.16328,89.74435,0.0366,2.7643,0.8989,Well 1
3864.9,141.21,3929.83,485.45,59.63942,95.70981016,0.03,2.65,0.07,Well 11
4913.0712,74.73972,7111.198,60.00497,52.57017327,87.78415643,0.05411,2.80727,0.15524,Well 10
3586.2,194.01,78.15,58.58,,,,,,Well 2
5494.95,111.68,376668.5,921.18,50.84908916,,0.01,2.61,0.17,Well 8
4783.5,113.03,4732.26,168.79,,,,,,Well 6
3468,207.36,1000,465.93,,,,,0.0919,Well 2
3625.35,74.66,5.96999979,0.159999996,,,,,,Well 6
3914.4,82.72,4416.78,1108.42,51.92202984,90.01213068,0.04,2.68,0.08,Well 12
6945.9,121.58,402553.8,20.33,49.65890914,88.3104374,0.02,2.69,0.34,Well 8
3873.45,94.51,412.51,572.19,52.20149782,91.40167052,0.05,2.63,0.11,Well 12
4918.35,102.15,1031.08,1244.59,53.89583,92.06501777,0.06,2.62,0.1,Well 11
4921.2,97.04,325.18,97.79,,,,,,Well 6
4197.6,86.6,279.69,201.2,60.23076535,,0.04,2.65,0.09,Well 12
4807.5,94.8,2372.82,60.32,,,,,,Well 6
4111.8,114.94,515.46,225.05,,,,,,Well 2
3603.75,74.16,22.44,17.82,55.51127827,90.78779966,0.2,2.44,0.56,Well 12
3529.95,196.23,244.17,141.83,,,,,0.0919,Well 2
3663.45,258.34,1000,262.2,,,,,-0.117,Well 2
4147.5,134.5729,659.7868,432.9916,47.852,,5.4364,2.7147,0.2786,Well 4
6019.2,148.36,1583.97,31.62,51.29950309,92.57826795,0.01,2.64,0.14,Well 8
3696.3,73.22,689.81,16.83,,,,,,Well 9
5378.85,101.34,1825.43,105291.6,58.48587,95.06098546,0.07,2.58,0.06,Well 11
3928.567,79.773,669.75,169.735,57.593,,0.177,2.424,-1.66,Well 3
4180.6368,103.3164,27148.3887,11.34290028,50.07819,88.86204,0.0313,2.7558,0.34,Well 1
4498.65,51.96,292.36,192.27,,,,,,Well 7
4176.9,134.2,4123.89,122440,51.64864,94.76145832,0.03,2.67,0.02,Well 11
4841.4,120.32,1029.18,352.09,,,,,,Well 6
4321.8,104.34,735.71,1308.44,,,,,,Well 6
4468.5,85.53,425.87,135.14,53.91471798,101.5450127,0.05,2.63,0.11,Well 12
4330.5,72.3,341.91,25.63,,,,,,Well 9
3736.2384,102.6015,699.8868,19.6882,53.20885,91.18824,0.0777,2.7049,0.52,Well 1
5655.15,117.2958,1482.1166,645.3242,51.8817,,5.4861,2.7215,0.103,Well 4
5029.65,84.73,2299.11,40.45,,,,,,Well 9
5906.55,181.83,181.55,65.55,55.78319805,,0.02,2.65,0.1,Well 8
4001.7,109.6,1000,313.57,,,,,,Well 2
4081.5,87.59,470.44,33.93,,,,,,Well 6
4409.5416,228.6974,3251.031,231.8979,53.1840782,,0.01892,2.5687,0.03332,Well 10
4525.8228,102.9252,5860.735,143.1321,52.82138128,96.72620346,0.04149,2.71257,0.08817,Well 10
4392.6,168.61,2210.33,773.24,,,,,,Well 6
4073.4,81.32,513.43,24.45,,,,,,Well 6
3899.7,73.87,274.78,6.86,,,,,,Well 6
4009.796,116.649,585.12,139.283,55.625,96.383,0.134,2.334,-2.294,Well 3
4551.7308,79.92646,98.89747,45.97132,55.32303077,,0.11825,2.69038,0.22004,Well 10
5433,83.56,2416.81,704.92,49.26760978,90.22724433,0.04,2.51,0.28,Well 8
4402.35,50.86,186.92,313.07,,,,,,Well 7
4780.8,118.06,2029.54,34.35,,,,,,Well 6
5313,54.39,166.51,491.81,53.29636494,,0.03,2.53,0.07,Well 8
3899.002,57.027,579.363,193.275,53.437,101.264,0.19,2.348,-1.994,Well 3
4173.3,61.62,177.09,43.75,,,,,,Well 9
5381.25,89.3287,87.8157,50.1618,50.4169,,6.8466,2.7415,0.1689,Well 4
7219.05,127.76,61.41,40.15,55.17730319,100.1427646,0.06,2.58,0.19,Well 8
4568.7996,90.24934,3513.489,172.8291,55.42726779,90.82944971,0.06488,2.64537,0.0218,Well 10
3862.35,70.18,430.1199951,0.56,,,,,,Well 6
5413.8,118.0134,1081.6013,1.229,50.2987,,3.5072,2.6148,0.6911,Well 4
7001.4,109.75,14410.44,144.35,54.20243974,86.96348992,0.03,2.69,0.16,Well 8
4721.7,70.66,745.86,76334.82,50.023768,,0.08,2.83,-0.01,Well 8
3991.35,81.29,3652.98,712.56,51.46831761,92.78163685,0.04,2.65,0.1,Well 12
3906.45,79.45,1170.97,410.81,,,,,,Well 7
4822.8,93.27,133.05,63.1,55.47241541,,0.08,2.57,0.28,Well 8
4720.5,121.99,1354.3,477.39,52.18589,91.00402945,0.05,2.64,0.08,Well 11
3797.808,170.093,949.491,256.226,54.586,,0.066,2.577,-0.187,Well 3
5960.85,122.83,1811.46,1628.4,52.05687317,94.28853787,0.03,2.65,0.31,Well 8
3777.45,83.23,794.62,1.35,,,,,,Well 9
3956.55,163.49,158.66,18.21,,,,,,Well 2
5606.7,87.13,69.83,22.91,54.95582,93.12077,0.14,2.5,0.49,Well 11
6523.5,123.57,2090.56,94.14,52.12173711,88.54773984,0.02,2.77,0.23,Well 8
3705.9,130.15,1512.25,2031.14,56.33406,100.171016,0.04,2.59,0.23,Well 11
4660.35,46.94,131.81,45.46,48.32706989,89.05069165,0.06,2.73,0.14,Well 8
4139.7,135.7511,16226.2271,1968.3206,,,4.1852,2.7439,0.2043,Well 4
4200.3,81.62,280.28,111.64,52.02823,90.76832845,0.06,2.56,0.29,Well 11
3741.45,96.7484,945.1388,218.2257,50.722,,2.7276,2.7557,0.2052,Well 4
4458.75,53.14,61.22,99.54,62.10337,99.64099963,0.2,2.54,0.19,Well 11
3633.3684,120.7598648,1021.721375,172.7465363,54.22405624,91.83195496,0.109999999,2.653700113,0.101733498,Well 5
4079.1384,96.1861,1299.3048,15.4083004,51.71866,92.41476,0.0481,2.7502,0.5298,Well 1
4647.6,110.94,901.21,283.18,,,,,,Well 6
3900.9,123.7657,808.0588,303.3044,,,5.7465,2.7106,0.2644,Well 4
3476.3964,101.2887,2982.4072,138.5635,49.58894,87.73113,0.0325,2.7399,1.4317,Well 1
4681.35,112.7403,233.3096,113.8868,55.1392,,9.8004,2.6342,0.2754,Well 4
5173.2,107.71,1723.88,511.78,52.42305047,,0.04,2.62,0.07,Well 8
3963.3,123.5585,503.8484,247.8028,51.2274,,4.8534,2.6999,0.3066,Well 4
3924.3,108.41,192.3091,136.2237,,,9.0238,2.6582,0.2731,Well 4
6530.7,107.48,138607.8,10.85,51.7851916,88.31254071,0.02,2.54,0.1,Well 8
4467.45,129.47,337.47,12547.14,51.83082653,98.46399795,0.04,2.83,0.17,Well 8
5317.95,120.1781,543.6385,60.9423,54.1469,,7.7625,2.7148,0.1206,Well 4
4595.9268,82.87667847,16148.46484,181.1909638,52.94595718,89.93521881,0.109999999,2.71923995,0.133099988,Well 5
3875.227,49.521,692.573,160.181,52.834,95.053,0.209,2.327,-1.309,Well 3
3607.8,75.55,3142.04,36.38,57.30956971,95.23366052,0.06,2.55,0.49,Well 12
4089.75,75.81,5278.7,9.82,,,,,,Well 9
5739.6,96.69,2185.09,91.11,51.19601612,,0.02,2.75,0.03,Well 8
4798.05,110.8114,237.5205,186.5878,,,5.6502,2.7244,0.0733,Well 4
5352.15,69.73,2318.87,781.11,51.20989606,88.68204866,0.03,2.61,0.02,Well 8
4555.3884,90.41563416,373.8052673,4.584366798,51.83568955,92.39984131,0.117433332,2.699466705,0.448766649,Well 5
5380.95,87.3671,97.1564,70.5704,51.1131,,9.4922,2.7745,0.1588,Well 4
5318.1,116.3655,402.3025,168.1472,53.2093,,7.302,2.7094,0.0269,Well 4
3784.5,88.98,518.6300049,4.76,,,,,,Well 6
3465.6,208.22,1000,218.96,,,,,0.1702,Well 2
4920.15,111.4,1507.87,598.7,53.11594,91.2692678,0.08,2.59,0.16,Well 11
3455.9748,114.3547,2862.6021,118.3127,52.87093,93.25022,0.0954,2.6688,2.5746,Well 1
4725.75,113.03,413.93,663.14,60.31838,94.14535255,0.06,2.6,0.16,Well 11
4521.6,76.09,1324.76,35.4,51.3573126,92.71602283,0.06,2.64,0.04,Well 8
3939.3,78.53,586.24,8.73,,,,,,Well 7
4020.75,82.98,390.38,7.14,,,,,,Well 9
4132.65,82.83,1751.53,924.12,53.7960737,90.12689738,0.07,2.56,0.08,Well 12
5139.8424,87.2891,2788.495,18.19242,51.76908253,89.77549394,0.07786,2.73006,0.05952,Well 10
3581.25,105.6502,193.6431,2.440999985,57.4029,,9.9973,2.6777,0.3194,Well 4
4243.95,59.12,373.78,577.74,,,,,,Well 7
7284.15,101.49,205580,2409.65,,,0.02,2.72,0.17,Well 8
5176.2,62.69,691.72,369.46,56.61839,101.836098,0.13,2.51,0.17,Well 11
3476.55,113.29,79.02999878,495.37,62.73932433,95.3214979,0.12,2.55,0.12,Well 12
4843.2,53.43,185.64,33.6,,,,,,Well 9
3455.822,108.399,1264.712,443.047,53.235,100.917,0.093,2.644,0.171,Well 3
4147.35,174.95,1000,314.44,,,,,,Well 2
5019.45,86.39,12991.58,27.31,,,,,,Well 9
3666.15,83.52,13718.34,6,59.94562,,0.28,2.38,0.86,Well 11
3569.55,79.29,66.31,11.04,,,,,,Well 9
4959.9,66.27,23865.47,53.46,,,,,,Well 9
4247.85,106.63,454.39,188.72,,,,,,Well 6
4023.3,105.81,255.39,130.97,,,,,,Well 2
4200.906,138.9035,1939.655,164.8711,53.75654973,95.87896304,0.06014,2.67944,0.08363,Well 10
5134.5,62.87,160.38,393.86,53.28353777,99.94751976,0.06,2.55,0.23,Well 8
3922.624,50.637,113.569,28,58.018,,0.237,2.357,-2.121,Well 3
4433.55,89,665.86,575.63,50.04076076,94.08470722,0.04,2.66,0.07,Well 12
4430.25,114.1398,138.3653,88.9423,54.3814,,9.4219,2.7232,0.2957,Well 4
6271.2,108.48,599.43,29504.34,52.19450748,89.97645134,0.02,2.76,0.13,Well 8
4359.75,139.5,1869.37,13722.87,53.7199,102.1220128,0.07,2.5,0.08,Well 11
5541.15,120.4043,3522.2523,278.6767,49.9685,,1.7314,2.7396,0.4801,Well 4
4698.75,43.17,471.22,2502,46.67738147,,0.08,2.7,0.03,Well 8
4370.7,68.51,2583.58,314.32,,,,,,Well 7
4295.4,86.96,419.48,296.79,,,,,,Well 7
4441.95,95.76,134.6,67.13,65.67896,,0.22,2.63,0.11,Well 11
4980.3,126.3,973.7,207.79,,,,,,Well 6
5918.55,110.85,86.69,89.26,52.40094201,,0.03,2.69,0.08,Well 8
5074.05,72.51,94.46,28.66,,,,,,Well 9
4799.7,113.1171,318.6562,185.5191,,,5.8792,2.7172,-0.0022,Well 4
5101.2852,81.14091,575.2083,6.23324,56.07622845,97.15359171,0.09297,2.80675,0.2332,Well 10
4048.2,121.5361,223.3725,156.3089,50.2121,,4.5005,2.7145,0.3049,Well 4
4029.45,73.05,437.79,867.22,,,,,,Well 7
4443,99.3525,75.8148,32.7939,61.037,,15.8929,2.6822,0.5181,Well 4
6495.3,97.42,20.2,16.78,56.71728107,94.04672472,0.07,2.58,0.26,Well 8
4286.7072,117.2729416,872.611084,67.66132355,54.14828491,91.57108307,0.090000004,2.650000095,0.118540354,Well 5
5104.5,81.61,937.54,30.65,,,,,,Well 9
3975.15,84.85,274.95,205.35,52.686991,99.3127747,0.06,2.64,0.13,Well 12
3750.6,59.11,453.34,0.88,,,,,,Well 9
4943.4,109.56,1113.98,901.65,,,,,,Well 6
4066.65,83.28,3442.58,1716.92,54.41098155,102.4773014,0.05,2.63,0.17,Well 12
3475.2,198.14,186.6,56.95,,,,,0.1702,Well 2
4084.32,86.43139648,743.1629028,15.6767273,58.45097351,98.94796753,0.200000003,2.609999895,0.37597993,Well 5
4914.9,75.39754,11360.51,36.65406,50.03667286,86.66283129,0.04582,2.73882,0.115,Well 10
4010.5584,91.10883331,592.437439,56.27243424,55.75453186,98.11989594,0.159999996,2.660566807,0.182266936,Well 5
3468.45,199.14,1000,413.71,,,,,0.0919,Well 2
4172.85,32.86,88.93,70.33,63.91468869,101.4743507,0.16,2.52,0.2,Well 12
3811.35,140.05,5985.19,1447.47,55.90011,98.51786181,0.04,2.62,0.07,Well 11
4760.6712,133.8939,371.662,274.4898,52.42365873,91.66913719,0.04974,2.72497,0.19756,Well 10
4419.75,111.18,81.46,0.34,,,,,,Well 6
4032.3,82.59,45145.71,583.87,51.11308916,96.04039299,0.02,2.69,0.21,Well 12
3532.05,116.25,222.96,625.45,57.76962042,93.78568344,0.07,2.58,0.19,Well 12
6141.45,115.93,17248.82,516.62,51.91785452,88.44688126,0.02,2.78,0.17,Well 8
4288.35,120.62,1476.34,6299.62,58.31437,,0.07,2.6,0.06,Well 11
4065.5748,97.8234,2781.0911,15.15810013,52.3403,95.6937,0.0737,2.7079,0.5032,Well 1
4430.7,97,693.58,561.99,51.49288066,90.93807806,0.05,2.65,0.08,Well 12
6387.75,89.88,695.84,632.55,54.60734609,97.64391213,0.05,2.7,0.16,Well 8
4420.2,40.44,108.27,15.07,,,,,,Well 9
4983.6,121.1112,33315.0926,1762.5916,48.1096,,3.2408,2.7611,-0.022,Well 4
3517.8492,122.1394,4373.9775,210.2654,52.06047,89.74275,0.0627,2.665,0.7872,Well 1
4091.6352,98.2285,535.4987,12.94839954,52.56866,87.41257,0.0538,2.6921,0.5684,Well 1
4011,64.27,136.99,360.63,58.28849,92.29678089,0.12,2.58,0.16,Well 11
5338.2,97.1152,33.6209,39.4356,59.8084,,13.9476,2.6246,0.2727,Well 4
3912.9,80.28,716.22,7226.94,,,,,,Well 7
5308.35,113.09,7218.56,463.94,53.84838576,,0.03,2.54,0.12,Well 8
5433.3,84.71,1748.28,309.82,48.51310754,89.42784291,0.03,2.53,0.26,Well 8
4943.55,76.19,16007.41,142.04,,,,,,Well 9
3966.75,99,831.14,225.19,,,,,,Well 2
5084.4,91.83,3027.35,14840.47,56.0745,96.76927349,0.08,2.58,0.05,Well 11
5108.85,126.6041,2598.3879,950.5276,49.9065,,3.9054,2.765,0.3928,Well 4
6998.1,140.87,724.22,66.93,50.28794296,89.86961898,0.03,2.68,0.19,Well 8
3473.501,126.344,666.337,196.923,56.352,105.768,0.063,2.542,0.101,Well 3
4207.8,134.1081,1271.2321,379.5601,48.9,,2.5996,2.7476,0.2941,Well 4
4455.45,71.51,152.98,150.99,,,,,,Well 7
6598.95,122.73,397228.3,42.75,50.69456221,86.39644638,0.02,2.66,0.21,Well 8
4474.8,107.93,916.73,24.54,,,,,,Well 9
3822.45,92.47,330.36,287.33,54.31231567,104.5673846,0.05,2.65,0.14,Well 12
4490.3136,146.5698,1875.6,141.8734,51.16245315,84.73661178,0.05191,2.60958,0.03081,Well 10
4194,124.8,483.64,1809.61,56.0416,93.89959341,0.08,2.58,0.06,Well 11
5213.25,73.41,10523.35,855.44,51.99483898,,0.04,2.54,0.12,Well 8
3543.3,194.12,289.8,124.98,,,,,-0.0125,Well 2
4772.8632,71.72887,38580.34,697.0947,49.69857076,86.43375575,0.04679,2.78153,0.10715,Well 10
4193.7,81.98,98.83,104.09,61.58305102,,0.06,2.58,0.17,Well 12
3855.4152,81.3601,989.4941,12.1281004,56.42011,100.26591,0.1275,2.6102,1.0868,Well 1
3696.15,83.47,3302.08,864.05,58.28132113,95.35823911,0.03,2.68,0.13,Well 12
5429.7,122.0085,674.9041,1.7897,52.3825,,3.3103,2.3738,1.3094,Well 4
3687.166,151.942,398.871,24.191,64.644,,0.083,2.547,0.176,Well 3
4158.75,90.66,687.86,76.34,,,,,,Well 6
4835.25,115.76,672.49,1.76,52.17565365,98.73920976,0.02,2.39,1.86,Well 8
6249.9,89.62,702.89,3479.64,52.85448678,93.96312646,0.01,2.76,0.14,Well 8
3924.148,51.646,422.704,83.31,63.227,,0.24,2.371,-2.138,Well 3
4983,106.15,147.59,229.45,55.03705,88.10836336,0.09,2.57,0.06,Well 11
5536.5,80.48,50.84,27.3,57.54813,101.975477,0.15,2.46,0.23,Well 11
3821.55,111.2115,434.8891,133.6291,51.6346,,8.6968,2.6783,0.0389,Well 4
4096.8,101.08,609.93,58.18,,,,,,Well 2
3601.8216,188.9871,1490.6537,292.1805,54.42728,94.13686,0.0612,2.6259,0.5809,Well 1
5092.2936,89.66741,16524.04,33.01904,49.76956834,88.3303279,0.05914,2.64031,0.03397,Well 10
