DEPT,GR,LLD,LLS,DTC,DTS,NPHI,RHOB,DCALI_FINAL,WELL
4305.15,143.28,506.19,13.05,53.70866,92.49302601,0.11,2.52,0.32,Well 11
5226.9,95.97,416.44,2.45,57.50187,99.80254806,0.15,2.34,0.84,Well 11
3549.6,96.69,101.47,60.99,53.53449535,94.86399596,0.12,2.48,0.39,Well 12
4231.35,136.4,46465.97,60260.25,53.69739,95.98068656,0.05,2.6,0.06,Well 11
3865.169,101.503,187.124,52.458,61.144,,0.126,2.34,-1.729,Well 3
3702.4056,101.72,3141.1772,733.9661,52.05781,88.94003,0.0433,2.6253,0.6926,Well 1
5337.6,95.65,3844.93,22307.21,62.57778,100.0706337,0.13,2.48,0.09,Well 11
4883.1,102.61,2763.02,5095.95,58.98722,94.69866937,0.05,2.63,0.09,Well 11
3503.4,96.05,166.3099976,2052.85,55.39111,96.17145055,0.1,2.52,0.24,Well 11
3505.5,201.25,575.15,153.63,,,,,0.1441,Well 2
3701.1864,105.033,1504.4172,267.7054,53.84707,91.04497,0.0485,2.6283,0.6926,Well 1
4023.9696,190.3121,1720.9792,15.24440002,54.84013,95.4265,0.0514,2.643,0.4706,Well 1
4162.044,122.5084,304.6221,0.1,56.48286449,94.45354171,0.08727,2.72311,0.35489,Well 10
4558.8,73.99,4280.79,2233.93,,,,,,Well 7
4464.75,60.45,558.87,178.51,,,,,,Well 7
5107.2,80.63,4000.7,34.22,,,,,,Well 9
4005.9,99.5,1565.24,444.16,,,,,,Well 7
4132.35,79.25,2132.25,1111.48,53.66302517,93.40607336,0.07,2.6,0.13,Well 12
6147.6,121.5,3423.72,23.65,51.39140179,89.84928945,0.02,2.74,0.16,Well 8
3886.81,159.278,5759.222,428.148,52.658,93.727,0.067,2.302,-1.947,Well 3
5197.95,59.2,295.42,89.15,52.22788001,,0.03,2.56,0.01,Well 8
3705.45,81.87,77.43,76.61,64.39123123,98.04782919,0.06,2.57,0.23,Well 12
4337.25,101.93,371.96,5689.54,52.68942849,96.41004134,0.06,2.79,0.02,Well 8
3830.25,152.49,1000,665.75,,,,,,Well 2
4134.3072,143.4577,750.1942,0.1,55.54541067,95.60227499,0.07699,2.65157,0.17258,Well 10
4530.3,114.76,258.04,9.15,,,,,,Well 9
3523.793,172.291,269.701,39.989,56.394,,0.076,2.587,0.261,Well 3
4893.6,73.19,1190.71,47.38,,,,,,Well 9
6734.55,154.66,1259.47,4393.98,51.60449138,87.2062937,0.04,2.71,0.1,Well 8
4407.1032,98.48740387,44092.72266,68.85540009,51.82481003,87.57727814,0.100000002,2.603113174,-0.049999714,Well 5
4186.5,75.35,3131.46,2139.66,59.11207444,94.21873808,0.07,2.67,0.11,Well 12
4468.95,73.82,329.59,251.6,,,,,,Well 7
4075.5,40.11,39.92,2.22,,,,,,Well 6
5607.45,119.69,76525.44,91.62,52.88934807,92.98407953,0.04,2.57,0.15,Well 8
4254.9,99.79,1000,340.02,,,,,,Well 2
3600.9,81.31,76.34,19.32,59.28787052,96.71979501,0.04,2.64,0.27,Well 12
5205.75,56.79,4968.97,1113.33,53.05671142,,0.06,2.57,0.14,Well 8
4348.95,118.64,524.7,4072.65,58.18288,96.94579682,0.12,2.48,0.13,Well 11
5533.95,85.38,360.24,2.25,58.26192,99.83256887,0.07,2.54,1.36,Well 11
4679.85,121.8156,1097.5723,369.2877,55.2195,,6.6313,2.6842,0.3022,Well 4
4891.4304,90.55296,2437.356,41.28776,52.10856558,90.27496375,0.0726,2.69411,0.02831,Well 10
5512.35,126.6,4794.95,50.7,52.47000477,,0.02,2.63,0.29,Well 8
3680.4,124.59,5854.24,495.25,54.29916,96.34274945,0.06,2.55,0.18,Well 11
5355,115.8079,49.9259,16.4977,65.0539,,17.2049,2.5394,0.3029,Well 4
3534.3084,100.7265,1475.3181,176.2425,50.72929,90.41586,0.0439,2.7367,0.7958,Well 1
5437.5,89.11,6394.98,463.88,54.76169974,99.67670937,0.02,2.65,0.08,Well 8
4097.7,79.94,55.56,13.99,,,,,,Well 9
5466.6,103.138,475.1215,425.1694,55.2315,,9.3112,2.7277,0.1732,Well 4
4079.5956,73.55056,86.90982,0.1,58.41731499,105.6121237,0.18303,2.67471,0.51701,Well 10
3779.25,87.64,2640.23,266.92,,,,,,Well 7
6165.3,119.64,1919.35,91132.32,50.82377279,86.89322142,0.01,2.79,0.14,Well 8
4607.25,93.02,1289.51,386.33,,,,,,Well 6
4227.9,142.13,3285.81,12870.66,53.14986,96.69883328,0.06,2.59,0.04,Well 11
3954.17,171.756,2091.032,231.064,55.751,102.275,0.068,2.326,-2.019,Well 3
3505.2,215.8535,3993.7256,226.1032,53.93946,89.57774,0.025,2.5284,0.7958,Well 1
4971.6,80.61,1409.31,389.55,58.16399,102.9084836,0.08,2.55,0.18,Well 11
6289.2,125.53,438.39,92868.31,50.93568925,90.91504378,0.02,2.77,0.1,Well 8
4779.15,64.331,52.8119,39.631,57.654,,17.5379,2.6664,0.4461,Well 4
7263.75,108.56,363236.4,237861.5,51.67202927,87.79141417,0.02,2.72,0.12,Well 8
4930.902,75.44814,50000,92.62984,51.26163551,89.22274843,0.07263,2.70204,0.10006,Well 10
3995.25,53.28,104.43,8.5,54.8747,97.46156346,0.2,2.55,0.41,Well 11
4958.1,65.92,44191.47,54.64,,,,,,Well 9
4964.1,113.1104,9201.0027,2193.348,49.4442,,3.4327,2.7484,0.0187,Well 4
4903.5,55.64,11026.45,62.35,54.4606447,99.3652437,0.07,2.58,0.2,Well 8
4954.6764,108.8457,1052.233,50.00532,53.36874377,94.27852129,0.09844,2.58313,0.04604,Well 10
5569.5,135.1477,3218.1555,670.056,53.9976,,8.4248,2.6876,0.2065,Well 4
4589.55,79.52,595.36,4435.15,,,,,,Well 7
6716.25,109.63,154073.3,189.43,50.58691517,85.3713037,0.02,2.69,0.15,Well 8
4285.1832,149.9095,7211.168,210.4653,50.80738498,84.46812052,0.03965,2.62735,0.0033,Well 10
4558.4364,39.03974,153.0208,93.41865,60.59570091,,0.20853,2.69873,0.20194,Well 10
6975.15,118.54,712.87,197.22,56.41198739,96.6787089,0.07,2.53,0.13,Well 8
5276.85,111.9,2129.76,905.11,58.38866,97.60620654,0.07,2.55,0.11,Well 11
4716.45,63.87,1160.85,870.56,52.24609,92.47988937,0.11,2.58,0.13,Well 11
3924,83.14,5186.68,1384.71,53.85529181,85.26307601,0.03,2.69,0.13,Well 12
3666.6,84.76,348.230011,25.48999977,,,,,,Well 7
4638.15,80.82,5697.38,239.36,,,,,,Well 7
3955.65,81.03,378.61,501.72,49.72579551,89.44472908,0.08,2.64,0.15,Well 12
5549.25,100.46,16610.44,4525.6,52.86797489,91.92969591,0.04,2.59,0.38,Well 8
3614.166,59.3958,135.4838,59.5172,60.15114,116.35881,0.1962,2.6924,1.1825,Well 1
3643.35,110.62,843.4299927,14.39,,,,,,Well 6
3867.15,159.79,708.96,250.59,,,,,,Well 2
3768.09,86.7365,2218.3381,24.20569992,51.51077,90.06087,0.0334,2.7471,0.4299,Well 1
6093.6,134.24,21138.43,22.77,52.60691602,91.84470433,0.01,2.74,0.11,Well 8
3748.35,87.09,8889.7,3931.56,52.86796021,92.20294444,0.03,2.68,0.11,Well 12
3639.3,111.63,463.480011,11.46,,,,,,Well 6
3597.097,167.498,2941.871,225.554,51.233,94.944,0.06,2.621,0.16,Well 3
4090.2,106.29,1000,368.91,,,,,,Well 2
4351.3248,99.63362885,273.23703,34.18437195,59.00019836,94.55606079,0.148326665,2.684980154,0.276613295,Well 5
4344.3,111.03,909.1,1642.94,,,,,,Well 6
3917.7,95.04,533.57,2023.62,,,,,,Well 7
4156.35,125.6035,935.2195,534.0894,56.0738,,4.9187,2.7113,0.2551,Well 4
3556.2,53.69,148.89,10.8,,,,,,Well 9
4481.1,116.5905,420.3175,273.8849,50.1766,,5.4136,2.7357,0.307,Well 4
3776.55,92,311.71,0.5,,,,,,Well 9
4763.55,74.32,2980.43,13.86,,,,,,Well 9
5333.25,105.93,8557.57,9555.97,59.39829,101.5826685,0.09,2.53,0.09,Well 11
3661.8672,122.2205887,15670.41797,495.7095642,55.13385773,93.28829193,0.114486665,2.704486609,0.230000019,Well 5
4022.25,73.94,90.51,164.81,,,,,,Well 7
3888.3,86.15,1346.2,126.71,,,,,,Well 7
4793.4,76.07,4882.6,28.09,,,,,,Well 9
4621.35,124.79,1398.03,1011.88,57.64542,94.42500887,0.05,2.63,0.09,Well 11
3817.4676,183.7218018,867.1326904,127.7549591,53.4728775,92.8041153,0.059999999,2.578613281,0.098613374,Well 5
4972.2,69.93,18816.45,12.97,,,,,,Well 9
5573.7,111.45,3575.98,91.99,53.48094249,,0.03,2.64,0.31,Well 8
5184.9,93.9,1196.42,761.73,58.48976,100.1484691,0.09,2.52,0.13,Well 11
3822.9,154.57,908.59,200.47,,,,,,Well 2
3722.522,164.973,108.978,19.05,69.982,,0.235,2.283,2.623,Well 3
4187.55,43.92,348.39,239.48,56.87938247,,0.17,2.54,0.11,Well 12
6058.95,116.24,530.33,42.88,56.52187873,98.91482669,0.05,2.64,0.29,Well 8
4437.6,70.63,1247.96,1123.79,,,,,,Well 7
3999,121.1827,21890.595,1106.4331,48.0614,,2.4301,2.7394,0.2782,Well 4
4371.6,81.12,308.03,78.08,,,,,,Well 6
3525.9,79.67,221.15,9.95,,,,,,Well 9
4418.5332,253.3661,6508.029,181.0063,52.39957626,89.7898573,0.02332,2.58064,0.03193,Well 10
4186.05,95.28,166.93,5.65,,,,,,Well 6
4129.8,75.4,104.09,81.43,54.265701,98.03287234,0.11,2.53,0.21,Well 12
3684.4224,79.2482,706.8019,217.2245,52.97871,93.87188,0.1277,2.5638,0.7958,Well 1
4408.95,108.88,821.49,182.51,55.13064,100.5221019,0.07,2.57,0.14,Well 11
4421.25,62.49,50.48,10.13,,,,,,Well 9
3629.7,308.9,1000,137.46,,,,,-0.0125,Well 2
3631.8,64.54,24.39999962,2.410000086,,,,,,Well 7
4909.566,77.94032,9310.783,0.1,54.22175092,92.24004596,0.06408,2.57763,0.09963,Well 10
6290.55,90.33,704.86,192406.9,51.20915006,89.34182858,0.01,2.76,0.14,Well 8
4645.8,112.95,1097.03,822.15,,,,,,Well 6
3805.05,82.43,5996.55,21.06,,,,,,Well 7
3321.7104,16.2543,0.0045,0.0182,,,0.3807,4.1336,0.6169,Well 1
6315.15,92.63,527.21,13.96,55.56807012,94.5933185,0.04,2.67,0.08,Well 8
4379.7,110.1096,895.0906,252.1902,50.2345,,4.4239,2.6931,0.2424,Well 4
4511.7,70.53,47.59,311.17,50.42169541,89.18526173,0.04,2.86,0.06,Well 8
5276.1,75.44,48.83,0.97,61.5629626,,0.11,2.36,0.17,Well 8
5133.4416,38.86263,87.06594,11.8159,59.15802643,106.4076502,0.17363,2.77584,0.22357,Well 10
4918.8,114.3086,142.4378,84.8868,49.4407,,3.5588,2.697,0.0754,Well 4
5569.35,125.83,313.4,195.34,56.6516189,,0.06,2.62,0.14,Well 8
4959.15,99.2,1319.37,466.91,,,,,,Well 6
4988.1,31.13,265.6,12.76,49.93304473,92.98215339,0.1,2.74,0.52,Well 8
3502.2,194.28,1000,641.69,,,,,0.0919,Well 2
4669.8,73.45,2058.07,19.57,,,,,,Well 9
3830.7,72.01,1448.49,17.49,,,,,,Well 9
4517.25,87.69,573.95,398.45,51.59130638,92.81858157,0.09,2.55,0.11,Well 12
3839.2608,68.7236,1533.1011,10.53639984,53.9652,101.25639,0.1274,2.6253,0.6776,Well 1
4868.85,71.46,116.93,16.52,,,,,,Well 9
4164,129.879,938.113,296.2789,53.7262,,6.7962,2.6864,0.1115,Well 4
4035.6,77.18,72.55,80.45,,,,,,Well 7
3666,73.59,293.34,15.93,,,,,,Well 9
6423.75,117.82,494.87,5965.38,48.4875743,86.71055134,0.02,2.63,0.17,Well 8
4324.05,76.41,1334.14,491.21,,,,,,Well 7
5483.85,82.85,485.86,39.43,54.78769,94.62992486,0.09,2.53,0.29,Well 11
4456.6332,97.07641602,31.20430565,9.253339768,64.98593903,109.1973038,0.189999998,2.635546684,0.4477534,Well 5
5730.15,161.33,369269.1,384.44,52.69673475,,0.01,2.66,0.01,Well 8
4036.05,137.9751,115.7256,50.6867,54.3787,,4.3186,2.7372,0.1677,Well 4
5040.75,77.21,1038.52,41.61,,,,,,Well 9
3910.65,83.52,431.71,378.88,,,,,,Well 7
3744.3,176.29,29672.68,2067.15,51.75032,96.07141391,0.03,2.65,0.24,Well 11
4898.85,129.39,2548.23,1951.84,52.75002,97.82247236,0.06,2.61,0.1,Well 11
4214.7,175.389,1158.9412,217.8564,51.3626,,3.0216,2.7393,0.1733,Well 4
3466.05,210,1000,374.52,,,,,0.0919,Well 2
3590.1,73.73,671.75,2.57,,,,,,Well 9
5862.3,103.3,762.93,1.66,52.66912983,98.05384874,0.03,2.53,0.27,Well 8
3764.7,185.52,1000,640.42,,,,,,Well 2
5050.35,72.35,1031.16,51.68,,,,,,Well 9
3951.15,112.3038,1115.3704,950.622,53.9046,,6.3954,2.7293,0.2746,Well 4
5087.55,101.18,2561.7,1070.95,53.69751,100.5402518,0.09,2.56,0.06,Well 11
6163.05,119.91,1541.85,62.02,53.51200801,89.83186236,0.02,2.75,0.14,Well 8
3442.8,105.04,322.95,259.32,,,,,0.1571,Well 2
5675.1,125.5052,2582.0743,541.0507,50.6473,,6.2384,2.7793,0.0636,Well 4
5060.85,91.78,1203.91,214.68,61.19664,100.3922662,0.09,2.55,0.2,Well 11
4147.8,68.57,347321.2,3313.49,,,,,,Well 7
4276.65,74.58,580.98,400.42,,,,,,Well 7
5501.25,108.24,2059.63,261.65,51.81993617,,0.01,2.65,0.16,Well 8
7036.8,98.69,1956.05,120.62,55.41710624,95.24398047,0.05,2.6,0.17,Well 8
3890.4,137.61,268.63,138.15,,,,,,Well 2
5285.1,107.6997,47.769,0.6511,57.4999,,3.2422,2.0902,2.6403,Well 4
3915.6,111.6544,512.2274,220.4531,,,8.217,2.6968,0.0194,Well 4
3609.6,101.66,417.56,166.54,60.62380969,96.84139105,0.07,2.58,0.33,Well 12
3990.7464,152.971,239.1099,4.41128,57.89465618,104.2058471,0.09998,2.60109,0.08054,Well 10
5115.1536,79.92646,2087.151,24.41616,53.44290115,89.16300696,0.06693,2.62693,-0.00484,Well 10
4152.15,77.68,424.41,209.52,54.03979543,89.53071055,0.1,2.57,0.23,Well 12
4864.8,92.84,7003.51,11944.97,52.55503,93.48560205,0.07,2.55,0.12,Well 11
4440.15,86.91,78.56,61.6,59.28418803,,0.05,2.57,0.22,Well 12
4861.95,119.04,1114.11,1129.68,,,,,,Well 6
4287.6,102.2,24.56999969,114.28,52.36715596,,0.13,2.45,0.53,Well 8
4572,72.12,1322.92,1144.47,,,,,,Well 7
5301.6,131.15,179.76,161.65,52.77555376,,0.03,2.47,0.1,Well 8
4135.2216,160.2325,2265.398,87.99191,52.48915347,93.09525659,0.05607,2.69017,0.14813,Well 10
3697.2,82.04,1582.03,596.9,58.95090268,95.44568307,0.06,2.58,0.13,Well 12
4798.8,82.59,2439.02,518.54,57.09601,97.25263197,0.08,2.58,0.15,Well 11
3635.25,87.21,868.1799927,43554.86,,,,,,Well 6
3719.7,189.45,396.62,146.93,,,,,,Well 2
3989.85,100.02,1000,256.25,,,,,,Well 2
4090.35,66.23,1562.83,1511.53,,,,,,Well 7
4639.056,92.29874,8912.62,158.4162,51.1016238,87.99607982,0.04119,2.76929,0.07537,Well 10
5344.35,120.21,7050.49,9533.99,52.4511,93.16592147,0.11,2.48,0.06,Well 11
4769.85,54.256,617.4063,271.8819,,,11.4936,2.7608,0.1804,Well 4
3837.7368,69.2635,1570.3535,11.38609982,50.72162,99.95081,0.0612,2.7721,0.601,Well 1
4932.9,15.08,3308.57,208.92,48.16267936,89.65863945,0.03,2.84,0.05,Well 8
5086.05,95.76,1505.83,804.12,57.22349,97.98870491,0.09,2.54,0.06,Well 11
4072.95,73.82,152.89,114.15,56.08952769,106.4626958,0.1,2.62,0.24,Well 12
4567.8,44.53,191.02,135.45,47.8719905,,0.06,2.76,0.2,Well 8
5452.95,77.62,357.9,221.84,59.78057,100.1160254,0.11,2.5,0.06,Well 11
3794.4552,206.2057,736.6539,17.16080093,57.00391,101.70164,0.0721,2.6306,0.6926,Well 1
5251.05,124.9151,22721.7738,18.5091,52.5014,,4.3824,2.7375,0.2591,Well 4
4210.35,90.34,1691.7,1471.9,52.5480121,96.68930073,0.03,2.67,0.12,Well 12
3913.2,76.61,7011.18,2600.66,52.45142958,91.21907378,0.03,2.66,0.06,Well 12
3842.1,100.5218,201.1164,78.6996,58.596,,12.6545,2.6852,0.1436,Well 4
5207.7,82.61,1159.18,258.52,58.26699,100.6579198,0.11,2.47,0.14,Well 11
4216.95,117.2844,4160.1224,1283.3141,48.7704,,4.7719,2.7267,0.1453,Well 4
4072.5,69.36,499.76,860.37,,,,,,Well 7
4300.35,89.34,457.02,466.79,52.98040139,94.01237,0.04,2.67,0.1,Well 12
4448.25,70.36,32.64,5.81,59.30028,,0.28,2.35,0.73,Well 11
4381.2,82.82,735.86,32.4,,,,,,Well 9
3705.75,91.13,350.82,228.45,63.63709346,98.89130727,0.06,2.59,0.23,Well 12
5062.65,46.71,486.44,158.82,52.19353308,,0.04,2.65,0.37,Well 8
5039.25,97.16,139.71,6.7,62.31600985,117.8842911,0.11,2.53,0.54,Well 8
3736.8,98.28,5428.31,123853.5,,,,,,Well 7
5013.0456,95.94211,3596.615,0.1,50.62011311,87.38846822,0.05069,2.80116,0.17869,Well 10
4242.9,109.7,2113.45,3319.21,,,,,,Well 6
4371.15,,,,,,,,,Well 2
4096.9692,144.5963,1007.703,0.1,55.96175422,96.23386236,0.06835,2.62825,0.12698,Well 10
3898.65,69.78,532.44,3.24,,,,,,Well 6
4358.55,95.84,576.91,426.95,51.99104047,97.67392609,0.05,2.61,0.2,Well 12
4433.25,54.9,33.77,11.13,,,,,,Well 9
5019.6,103.19,1367.98,437.99,,,,,,Well 6
3847.6428,95.33707428,1044.083252,80.75936127,54.88936615,94.90727234,0.140473336,2.689053297,0.337633491,Well 5
4084.777,,346.265,107.562,,,,,,Well 3
4282.35,87.76,20.08,29.68,,,,,,Well 6
5508.9,117.5,40461.77,111.18,52.16221592,92.68014772,0.02,2.68,0.26,Well 8
3688.65,76.1431,0.2739,0.1549,,,20.8476,1.6869,1.849,Well 4
3974.85,65.08,1744.22,29751.01,58.23446,111.8712289,0.17,2.66,0.02,Well 11
5634.45,118.4763,70.9827,28.6389,60.8868,,7.1069,2.7295,0.1103,Well 4
4235.4,73.51,89.32,8.76,,,,,,Well 7
3962.85,83.43,669.25,5.38,,,,,,Well 9
4228.95,155.98,4546.73,2602.75,53.70803,97.96388887,0.05,2.6,-0.01,Well 11
5113.95,,,,,,,,,Well 9
4484.7,66.73,176.89,119.93,,,,,,Well 7
6247.35,137.37,571.14,190876.5,51.16696756,90.80846732,0.02,2.75,0.11,Well 8
3678.45,108.6,386.67,918.24,54.16661,93.54693885,0.07,2.55,0.21,Well 11
4803,81.95,1839.88,19.23,,,,,,Well 9
4788.6,79.85,6535.57,30.27,,,,,,Well 9
3699.0528,111.5763,512.3719,159.6022,53.01833,90.93418,0.0362,2.6218,0.4864,Well 1
5349.6,96.17,4169.52,30608.3,60.43776,106.4506443,0.07,2.59,0.09,Well 11
5091.8364,87.1626,1776.454,34.95452,51.51509859,88.12471402,0.05875,2.63172,0.0092,Well 10
4727.4,103.64,1278.31,355.69,,,,,,Well 6
4032.75,87.44,213.17,5.96,,,,,,Well 9
4632.75,54.96,402.29,8.27,50.15573607,,0.08,2.69,0.22,Well 8
3961.9428,173.971,35.00899,0.1,61.14020975,104.3125829,0.122,2.59018,0.49654,Well 10
4323,117.6441,2813.0239,23.2809,47.8204,,6.0584,2.6832,0.5549,Well 4
5008.65,128.04,235.96,106.07,,,,,,Well 6
4041.75,64.27,100.89,3.93,,,,,,Well 9
3499.8,91.96,455.480011,27459.49,62.5633,95.61543265,0.08,2.56,0.22,Well 11
3570.122,150.841,5536.409,353.414,53.628,93.152,0.066,2.582,0.155,Well 3
4090.8732,82.77154541,1630.349121,12.68610001,55.33647919,94.37572479,0.19488667,2.574433327,0.409773409,Well 5
4477.5,146.48,5854.62,16779.6,56.2854,99.68436997,0.06,2.6,0.01,Well 11
4615.5,68.52,1159.55,4315.81,50.94881328,88.82998354,0.07,2.78,0.11,Well 8
4288.8,92.28,150.91,281.88,,,,,,Well 7
4702.5,133.33,3400.15,1630.04,57.43422,90.60358945,0.06,2.65,0.06,Well 11
3829.66,109.922,188.313,42.101,57.764,,0.096,2.653,0.27,Well 3
3828.7452,219.7719879,50000,54.550354,53.07183075,85.62737274,0.050313335,2.599373341,0.187806726,Well 5
4169.55,65.13,2916.08,2.47,,,,,,Well 7
3736.086,180.577,1763.514,281.425,52.615,,0.042,2.63,0.162,Well 3
3996.75,73.51,491.18,1.81,,,,,,Well 9
3780.45,83.07,5548.09,35.88,,,,,,Well 7
3916.65,86.32,8141.84,1805.08,52.11874919,91.6092358,0.03,2.69,0.08,Well 12
6203.25,88.58,3810.24,4127.36,51.4079704,87.97470024,0.01,2.75,0.12,Well 8
5685,136.4943,19179.0721,4971.7013,,,3.1591,2.7541,0.116,Well 4
4451.9088,64.39796448,482.8165588,34.20209885,59.01263809,99.8031311,0.21214667,2.74214673,0.2525132,Well 5
4311.3,104.202,193.5023,45.599,51.7328,,10.3053,2.6379,0.5136,Well 4
6208.5,132.25,3336.97,2343.55,51.58258177,88.35741449,0.01,2.76,0.13,Well 8
5472.45,101.23,131.3,38.75,58.97944,98.2542122,0.09,2.59,0.28,Well 11
4492.95,115.9931,257.6,78.2025,57.8485,,8.118,2.6466,0.4029,Well 4
5238.9,122.182,110.5912,18.6046,51.505,,5.8925,2.7203,0.2279,Well 4
5694.75,138.3342,369504.2833,54671.4325,,,3.337,2.7521,0.3177,Well 4
3585.75,57.64,1.14,0.12,58.79508803,,0.21,2.17,4.98,Well 12
3904.35,82.43,9574.32,927.81,54.63282966,90.13205911,0.05,2.64,0.11,Well 12
3941.5212,156.2854,7524.651,10.09744,51.16620462,88.80854898,0.04887,2.64867,0.03059,Well 10
6160.5,112.68,1561.08,42.48,51.96449367,89.38580803,0.02,2.71,0.09,Well 8
3417.75,116.01,77.33000183,485.76,57.2309294,99.54421887,0.11,2.52,0.28,Well 12
4539.45,101.9,5896.14,1361.06,,,,,,Well 6
3746.1,144.17,164.5500031,2.82,,,,,,Well 6
5191.65,117.83,1429.25,21.41,54.20034186,100.5944318,0.04,2.51,0.24,Well 8
5043.15,111.11,1683.71,403.33,56.06195,95.79219281,0.08,2.53,0.11,Well 11
4968.6,65.29,50000,31.08,,,,,,Well 9
4201.05,85.06,50.58,52.72,61.04371745,91.42065879,0.07,2.61,0.16,Well 12
4047.6,87.28,133.72,13.06,,,,,,Well 9
4145.7372,95.92428589,1705.801758,43.82155228,53.8151741,94.64135742,0.150000006,2.615026474,0.095080033,Well 5
3926.8908,86.9053,1178.4362,14.84759998,51.62724,92.38243,0.054,2.7373,0.5855,Well 1
4099.35,118.0772,5462.3694,804.5864,52.3933,,3.4559,2.7287,0.2268,Well 4
4244.25,70.9128,103.4608,70.8176,58.5857,,11.2052,2.6523,0.3475,Well 4
4792.05,67.84,1820.04,16.11,,,,,,Well 9
5609.4,124.07,13682.33,102.63,51.33249415,91.53896071,0.01,2.69,0.26,Well 8
4071.6,113.5484,819.926,365.0192,,,3.3446,2.7319,0.2674,Well 4
4856.6832,51.61443,51.57732,0.1,52.14039391,102.5123519,0.17935,2.74153,0.37758,Well 10
3977.85,71.24,564.01,2883.28,,,,,,Well 7
6033.9,119.66,736.52,130.17,52.75502828,,0.04,2.57,0.36,Well 8
4921.5,99.84,804,54.3,,,,,,Well 6
6776.7,103.19,286.77,1272.53,51.3948455,92.94620228,0.03,2.67,0.07,Well 8
4978.4508,78.86381,373.2227,47.82893,54.91165714,95.53797247,0.10649,2.71714,0.18707,Well 10
5875.5,97.88,698.81,86.48,49.45885684,,0.02,2.78,0.14,Well 8
4562.85,95.17,484.37,225.77,,,,,,Well 6
4926,75.26,21902.76,43.9,,,,,,Well 9
5083.35,110.1,1936.49,13.03,,,,,,Well 6
7136.7,122.76,4625.02,842.84,53.37055408,93.81638496,0.03,2.66,0.16,Well 8
3870.9,83.56,188.31,85.64,54.19791341,94.63037346,0.1,2.54,0.22,Well 12
4464.6,105.82,1809.81,28.85,,,,,,Well 9
5692.95,56.9,93.11,12.61,59.5054895,,0.17,2.33,1.02,Well 8
5115,69.76,88.3,36.72,63.12978,108.5946133,0.17,2.47,0.39,Well 11
4816.8,81.39,3146.22,37.34,,,,,,Well 9
3985.7172,86.4113,758.7663,14.98159981,57.02745,98.09449,0.1044,2.6588,0.8121,Well 1
4113.3,126.2187,2829.0752,460.0386,50.1103,,5.1134,2.7327,0.2161,Well 4
5073,80.69,225.38,141.22,,,,,,Well 6
4201.35,117.4963,1374.6437,334.8685,53.0286,,4.0232,2.6983,0.2552,Well 4
4283.85,183.58,42.17,47.21,,,,,,Well 2
5181.9048,70.65358,50000,0.1,51.20113754,88.06035178,0.0632,2.77838,0.05557,Well 10
3577.35,104.56,129.89,8.19,58.88503898,,0.17,2.45,0.33,Well 12
4198.95,80.04,9202.19,100.45,,,,,,Well 9
3400.806,46.8168,0.005,0.0205,56.59924,95.32396,0.1505,4.6288,0.6188,Well 1
5813.4,87.63,530.58,10.86,53.6149626,95.71481614,0.05,2.62,0.13,Well 8
4285.5,88.29,7763.44,89.58,,,,,,Well 9
5466.75,105.1376,344.2282,237.9168,55.508,,9.6744,2.7211,0.1838,Well 4
3835.05,87.19,72.01000214,35.4,,,,,,Well 6
4126.95,188.79,1000,375.49,,,,,,Well 2
4283.1,74.13,10747.55,36.49,,,,,,Well 9
4059.3,85.95,832.66,2.08,,,,,,Well 6
4084.95,87.2,2796.98,2070.13,54.68321829,90.71787005,0.04,2.62,0.09,Well 12
4649.25,139.67,12347.64,1543.51,51.75197,90.73713081,0.06,2.52,0.23,Well 11
3883.2,73.16,2737.11,1.92,,,,,,Well 9
3396.3,134.05,144.32,68.55,,,,,1.1883,Well 2
3874.65,75.73,558.7000122,40.24,,,,,,Well 6
5521.35,117.48,441.73,67.96,54.89585543,,0.05,2.56,0.39,Well 8
4191.6096,105.3063,3402.5684,9.804300308,51.34358,89.88104,0.0913,2.6673,0.389,Well 1
5355.75,71.85,414.68,1880.09,51.00291287,,0.03,2.6,0.07,Well 8
3669.6396,108.7903,79.8079,21.6815,57.7536,115.77617,0.0973,2.6473,1.1825,Well 1
4817.55,132.8,895.48,5355.99,,,,,,Well 6
5648.55,143.4665,1680.7377,3249.8395,51.8007,,2.8989,2.7709,0.3103,Well 4
5068.35,96.89,361.57,5569.06,,,,,,Well 6
6477.15,135.15,1996.7,138.52,49.73879146,84.82765803,0.01,2.68,0.2,Well 8
4988.5092,83.64574,2594.593,21.75665,54.0477177,88.84373412,0.06458,2.6711,0.08107,Well 10
6568.8,51.26,124.68,22.73,59.63024824,106.5333998,0.14,2.61,0.07,Well 8
4103.2176,111.0779114,2596.606934,72.60178375,53.46034622,93.38135529,0.150000006,2.653540134,0.083540104,Well 5
3630.016,165.084,30663.998,784.151,52.069,94.204,0.052,2.629,0.061,Well 3
4588.8,121.03,2504.12,355.36,62.38602,98.61078446,0.06,2.58,0.17,Well 11
4982.5656,100.1168,1408.142,0.1,56.22066058,94.74579493,0.09318,2.70734,0.34821,Well 10
4653,132.34,288.87,245.9,,,,,,Well 6
3918.9,76.95,1600.13,0.88,,,,,,Well 6
3766.2,107.29,1251.24,194.8,,,,,,Well 7
3853.434,75.3348,667.4182,8.720700264,56.83962,98.40872,0.1001,2.7116,0.6968,Well 1
